_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
24727,24727,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-02-2023 00:00,-13.699
24728,24728,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-02-2023 06:00,-14.177
24729,24729,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-02-2023 12:00,-14.081
24730,24730,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-02-2023 18:00,-13.746
24731,24731,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-02-2023 00:00,-13.665
24732,24732,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-02-2023 06:00,-13.874
24733,24733,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-02-2023 12:00,-13.763
24734,24734,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-02-2023 18:00,-13.745
24735,24735,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-02-2023 00:00,-13.66
24736,24736,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-02-2023 06:00,-14.175
24737,24737,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-02-2023 12:00,-14.581
24738,24738,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-02-2023 18:00,-13.911
24739,24739,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-02-2023 00:00,-13.764
24740,24740,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-02-2023 06:00,-14.276
24741,24741,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-02-2023 12:00,-14.527
24742,24742,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-02-2023 18:00,-13.972
24743,24743,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-02-2023 00:00,-13.819
24744,24744,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-02-2023 06:00,-14.386
24745,24745,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-02-2023 12:00,-14.601
24746,24746,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-02-2023 18:00,-14.03
24747,24747,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-02-2023 00:00,-13.883
24748,24748,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-02-2023 06:00,-14.234
24749,24749,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-02-2023 12:00,-14.645
24750,24750,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-02-2023 18:00,-14.056
24751,24751,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-02-2023 00:00,-13.906
24752,24752,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-02-2023 06:00,-14.212
24753,24753,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-02-2023 12:00,-13.956
24754,24754,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-02-2023 18:00,-13.89
24755,24755,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-02-2023 00:00,-13.828
24756,24756,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-02-2023 06:00,-14.901
24757,24757,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-02-2023 12:00,-14.522
24758,24758,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-02-2023 18:00,-13.975
24759,24759,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-02-2023 00:00,-13.882
24760,24760,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-02-2023 06:00,-14.447
24761,24761,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-02-2023 12:00,-14.625
24762,24762,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-02-2023 18:00,-14.157
24763,24763,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-02-2023 00:00,-13.993
24764,24764,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-02-2023 06:00,-14.357
24765,24765,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-02-2023 12:00,-14.794
24766,24766,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-02-2023 18:00,-14.143
24767,24767,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-02-2023 00:00,-13.986
24768,24768,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-02-2023 06:00,-14.375
24769,24769,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-02-2023 12:00,-14.709
24770,24770,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-02-2023 18:00,-14.199
24771,24771,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-02-2023 00:00,-14.038
24772,24772,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-02-2023 06:00,-14.553
24773,24773,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-02-2023 12:00,-14.888
24774,24774,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-02-2023 18:00,-14.178
24775,24775,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,17-02-2023 00:00,-14.064
24776,24776,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,17-02-2023 06:00,-14.222
24777,24777,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,17-02-2023 12:00,-14.829
24778,24778,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,17-02-2023 18:00,-14.215
24779,24779,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,18-02-2023 00:00,-14.083
24780,24780,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,18-02-2023 06:00,-14.447
24781,24781,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,18-02-2023 12:00,-14.881
24782,24782,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,18-02-2023 18:00,-14.235
24783,24783,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,19-02-2023 00:00,-14.094
24784,24784,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,19-02-2023 06:00,-14.311
24785,24785,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,19-02-2023 12:00,-14.963
24786,24786,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,19-02-2023 18:00,-14.298
24787,24787,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,20-02-2023 00:00,-14.126
24788,24788,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,20-02-2023 06:00,-15.032
24789,24789,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,20-02-2023 12:00,-14.343
24790,24790,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,20-02-2023 18:00,-14.256
24791,24791,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,21-02-2023 00:00,-14.131
24792,24792,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,21-02-2023 06:00,-14.575
24793,24793,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,21-02-2023 12:00,-14.583
24794,24794,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,21-02-2023 18:00,-14.175
24795,24795,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,22-02-2023 00:00,-14.073
24796,24796,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,22-02-2023 06:00,-15.094
24797,24797,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,22-02-2023 12:00,-14.91
24798,24798,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,22-02-2023 18:00,-14.335
24799,24799,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,23-02-2023 00:00,-14.171
24800,24800,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,23-02-2023 06:00,-14.354
24801,24801,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,23-02-2023 12:00,-14.949
24802,24802,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,23-02-2023 18:00,-14.309
24803,24803,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,25-02-2023 00:00,-14.112
24804,24804,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,25-02-2023 06:00,-14.552
24805,24805,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,25-02-2023 12:00,-15.007
24806,24806,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,25-02-2023 18:00,-14.334
24807,24807,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,26-02-2023 00:00,-14.184
24808,24808,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,26-02-2023 06:00,-14.654
24809,24809,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,26-02-2023 12:00,-14.827
24810,24810,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,26-02-2023 18:00,-14.386
24811,24811,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,01-03-2023 00:00,-14.192
24812,24812,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,01-03-2023 06:00,-15.246
24813,24813,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,01-03-2023 12:00,-14.358
24814,24814,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,01-03-2023 18:00,-14.26
24815,24815,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,02-03-2023 00:00,-14.185
24816,24816,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,02-03-2023 06:00,-15.219
24817,24817,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,02-03-2023 12:00,-14.827
24818,24818,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,02-03-2023 18:00,-14.348
24819,24819,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,03-03-2023 00:00,-14.248
24820,24820,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,03-03-2023 06:00,-14.583
24821,24821,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,03-03-2023 12:00,-14.559
24822,24822,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,03-03-2023 18:00,-14.353
24823,24823,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,04-03-2023 00:00,-14.27
24824,24824,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,04-03-2023 06:00,-15.319
24825,24825,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,04-03-2023 12:00,-15.23
24826,24826,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,04-03-2023 18:00,-14.588
24827,24827,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-03-2023 00:00,-14.405
24828,24828,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-03-2023 06:00,-14.732
24829,24829,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-03-2023 12:00,-14.824
24830,24830,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,05-03-2023 18:00,-14.537
24831,24831,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-03-2023 00:00,-14.382
24832,24832,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-03-2023 06:00,-14.797
24833,24833,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-03-2023 12:00,-15.154
24834,24834,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,06-03-2023 18:00,-14.571
24835,24835,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-03-2023 00:00,-14.416
24836,24836,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-03-2023 06:00,-15.477
24837,24837,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-03-2023 12:00,-15.189
24838,24838,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,07-03-2023 18:00,-14.542
24839,24839,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-03-2023 00:00,-14.447
24840,24840,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-03-2023 06:00,-14.681
24841,24841,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-03-2023 12:00,-15.286
24842,24842,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,08-03-2023 18:00,-14.676
24843,24843,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-03-2023 00:00,-14.517
24844,24844,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-03-2023 06:00,-14.543
24845,24845,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-03-2023 12:00,-15.015
24846,24846,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,09-03-2023 18:00,-14.602
24847,24847,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-03-2023 00:00,-14.477
24848,24848,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-03-2023 06:00,-15.504
24849,24849,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-03-2023 12:00,-15.467
24850,24850,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,10-03-2023 18:00,-14.773
24851,24851,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-03-2023 00:00,-14.602
24852,24852,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-03-2023 06:00,-15.372
24853,24853,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-03-2023 12:00,-14.649
24854,24854,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,11-03-2023 18:00,-14.745
24855,24855,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-03-2023 00:00,-14.586
24856,24856,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-03-2023 06:00,-14.686
24857,24857,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-03-2023 12:00,-15.265
24858,24858,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,12-03-2023 18:00,-14.833
24859,24859,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-03-2023 00:00,-15.059
24860,24860,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-03-2023 06:00,-15.02
24861,24861,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-03-2023 12:00,-15.287
24862,24862,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,13-03-2023 18:00,-14.681
24863,24863,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-03-2023 00:00,-14.611
24864,24864,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-03-2023 06:00,-15.679
24865,24865,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-03-2023 12:00,-15.411
24866,24866,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,14-03-2023 18:00,-14.858
24867,24867,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-03-2023 00:00,-14.724
24868,24868,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-03-2023 06:00,-14.946
24869,24869,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-03-2023 12:00,-15.458
24870,24870,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,15-03-2023 18:00,-14.867
24871,24871,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-03-2023 00:00,-14.73
24872,24872,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-03-2023 06:00,-14.988
24873,24873,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-03-2023 12:00,-15.119
24874,24874,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,16-03-2023 18:00,-14.726
24875,24875,Adakamaranahalli,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,13.07000000,77.45000000,849.00,17-03-2023 00:00,-14.634
