_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
1310265,1310265,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-04-2024 06:00,1
1310264,1310264,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-04-2024 00:00,1
1310263,1310263,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-04-2024 18:00,1
1310262,1310262,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-04-2024 12:00,1
1310261,1310261,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-04-2024 06:00,-12.366
1310260,1310260,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-04-2024 00:00,-12.342
1310259,1310259,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,23-04-2024 18:00,1
1310258,1310258,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,23-04-2024 12:00,-12.357
1310257,1310257,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,23-04-2024 06:00,-12.393
1310256,1310256,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,23-04-2024 00:00,1
1310255,1310255,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-04-2024 18:00,1
1310254,1310254,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-04-2024 12:00,1
1310253,1310253,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-04-2024 06:00,1
1310252,1310252,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-04-2024 00:00,1
1310251,1310251,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-04-2024 18:00,1
1310250,1310250,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-04-2024 12:00,-12.348
1310249,1310249,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-04-2024 06:00,-12.363
1310248,1310248,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-04-2024 00:00,1
1310247,1310247,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-04-2024 18:00,1
1310246,1310246,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-04-2024 12:00,1
1310245,1310245,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-04-2024 06:00,1
1310244,1310244,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-04-2024 00:00,1
1310243,1310243,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-04-2024 18:00,1
1310242,1310242,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-04-2024 12:00,1
1310241,1310241,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-04-2024 06:00,1
1310240,1310240,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-04-2024 00:00,1
1310239,1310239,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-04-2024 18:00,1
1310238,1310238,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-04-2024 12:00,-12.303
1310237,1310237,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-04-2024 06:00,-12.309
1310236,1310236,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-04-2024 00:00,1
1310235,1310235,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-04-2024 18:00,1
1310234,1310234,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-04-2024 12:00,1
1310233,1310233,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-04-2024 06:00,-12.3
1310232,1310232,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-04-2024 00:00,1
1310231,1310231,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-04-2024 18:00,-12.266
1310230,1310230,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-04-2024 12:00,1
1310229,1310229,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-04-2024 06:00,1
1310228,1310228,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-04-2024 00:00,1
1310227,1310227,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-04-2024 18:00,1
1310226,1310226,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-04-2024 12:00,-12.201
1310225,1310225,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-04-2024 06:00,-12.217
1310224,1310224,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-04-2024 00:00,-12.182
1310223,1310223,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-04-2024 18:00,1
1310222,1310222,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-04-2024 12:00,1
1310221,1310221,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-04-2024 06:00,1
1310220,1310220,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-04-2024 00:00,1
1310219,1310219,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-04-2024 18:00,1
1310218,1310218,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-04-2024 12:00,-12.163
1310217,1310217,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-04-2024 06:00,-12.172
1310216,1310216,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-04-2024 00:00,1
1310215,1310215,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-04-2024 18:00,-12.174
1310214,1310214,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-04-2024 12:00,-12.144
1310213,1310213,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-04-2024 06:00,-12.159
1310212,1310212,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-04-2024 00:00,-12.149
1310211,1310211,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-04-2024 18:00,1
1310210,1310210,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-04-2024 12:00,-12.128
1310209,1310209,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-04-2024 06:00,-12.129
1310208,1310208,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-04-2024 00:00,1
1310207,1310207,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-04-2024 18:00,1
1310206,1310206,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-04-2024 12:00,1
1310205,1310205,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-04-2024 06:00,-12.122
1310204,1310204,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-04-2024 00:00,-12.083
1310203,1310203,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-04-2024 18:00,1
1310202,1310202,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-04-2024 12:00,1
1310201,1310201,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-04-2024 06:00,1
1310200,1310200,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-04-2024 00:00,-12.063
1310199,1310199,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-04-2024 18:00,-12.083
1310198,1310198,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-04-2024 12:00,-12.083
1310197,1310197,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-04-2024 06:00,-12.098
1310196,1310196,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-04-2024 00:00,-12.064
1310195,1310195,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-04-2024 18:00,1
1310194,1310194,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-04-2024 12:00,-12.064
1310193,1310193,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-04-2024 06:00,-12.065
1310192,1310192,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-04-2024 00:00,1
1310191,1310191,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-04-2024 18:00,1
1310190,1310190,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-04-2024 12:00,-12.049
1310189,1310189,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-04-2024 06:00,-12.054
1310188,1310188,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-04-2024 00:00,1
1310187,1310187,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-03-2024 18:00,1
1310186,1310186,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-03-2024 12:00,1
1310185,1310185,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-03-2024 06:00,1
1310184,1310184,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-03-2024 00:00,-11.99
1310183,1310183,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,29-03-2024 18:00,-11.994
1310182,1310182,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,29-03-2024 12:00,1
1310181,1310181,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,29-03-2024 06:00,1
1310180,1310180,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,29-03-2024 00:00,-11.977
1310179,1310179,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-03-2024 18:00,-11.984
1310178,1310178,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-03-2024 12:00,-11.981
1310177,1310177,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-03-2024 06:00,-11.993
1310176,1310176,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-03-2024 00:00,1
1310175,1310175,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-03-2024 18:00,-11.973
1310174,1310174,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-03-2024 12:00,-11.977
1310173,1310173,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-03-2024 06:00,-43.081
1310172,1310172,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-03-2024 00:00,1
1310171,1310171,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-03-2024 18:00,1
1310170,1310170,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-03-2024 12:00,-11.952
1310169,1310169,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-03-2024 06:00,1
1310168,1310168,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-03-2024 00:00,1
1310167,1310167,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-03-2024 18:00,1
1310166,1310166,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-03-2024 12:00,1
1310165,1310165,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-03-2024 06:00,1
1310164,1310164,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-03-2024 00:00,1
1310163,1310163,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-03-2024 18:00,1
1310162,1310162,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-03-2024 12:00,-11.853
1310161,1310161,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-03-2024 06:00,-11.874
1310160,1310160,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-03-2024 00:00,-11.838
1310159,1310159,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-03-2024 18:00,-11.849
1310158,1310158,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-03-2024 12:00,1
1310157,1310157,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-03-2024 06:00,1
1310156,1310156,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-03-2024 00:00,-11.818
1310155,1310155,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-03-2024 18:00,1
1310154,1310154,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-03-2024 12:00,1
1310153,1310153,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-03-2024 06:00,1
1310152,1310152,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-03-2024 00:00,1
1310151,1310151,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-03-2024 18:00,1
1310150,1310150,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-03-2024 12:00,1
1310149,1310149,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-03-2024 06:00,-11.814
1310148,1310148,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-03-2024 00:00,1
1310147,1310147,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-03-2024 18:00,1
1310146,1310146,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-03-2024 12:00,1
1310145,1310145,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-03-2024 06:00,-11.797
1310144,1310144,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-03-2024 00:00,1
1310143,1310143,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-03-2024 18:00,1
1310142,1310142,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-03-2024 12:00,-11.778
1310141,1310141,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-03-2024 06:00,-11.785
1310140,1310140,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-03-2024 00:00,-11.749
1310139,1310139,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-03-2024 18:00,-11.757
1310138,1310138,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-03-2024 12:00,1
1310137,1310137,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-03-2024 06:00,-11.768
1310136,1310136,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-03-2024 00:00,1
1310135,1310135,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-03-2024 18:00,1
1310134,1310134,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-03-2024 12:00,-11.737
1310133,1310133,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-03-2024 06:00,-11.755
1310132,1310132,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-03-2024 00:00,1
1310131,1310131,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-03-2024 18:00,1
1310130,1310130,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-03-2024 12:00,-11.713
1310129,1310129,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-03-2024 06:00,-11.726
1310128,1310128,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,14-03-2024 00:00,1
1310127,1310127,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-03-2024 18:00,1
1310126,1310126,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-03-2024 12:00,-11.609
1310125,1310125,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-03-2024 06:00,-11.628
1310124,1310124,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-03-2024 00:00,-11.615
1310123,1310123,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-03-2024 18:00,1
1310122,1310122,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-03-2024 12:00,-11.589
